Date,Route,Grade,Notes,URL,Pitches,Location,Average Rating,Your Rating,Style,Lead Style,Route Type,Your Suggested Grade,Length In Feet,Rating Code
2025-03-20,Mule,5.12c,"
",https://www.mountainproject.com/route/106594009/mule,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3.7,2,Lead,Redpoint,Sport,,90,7200
2025-03-18,Super Slab,5.12+,Direct start or you didn’t send,https://www.mountainproject.com/route/106593331/super-slab,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3.6,4,Lead,Redpoint,Sport,,90,7300
2025-03-09,Sundial,5.11-,"
",https://www.mountainproject.com/route/111688212/sundial,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Serenity Point,3.6,4,Lead,Onsight,Sport,,90,4700
2025-03-09,Can't Touch This,5.12c,"
",https://www.mountainproject.com/route/116354202/cant-touch-this,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Serenity Point,3.1,3,Lead,Redpoint,Sport,,70,7200
2025-03-07,Extra Backup,5.12a/b,"
",https://www.mountainproject.com/route/109446737/extra-backup,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,2.8,3,Lead,Redpoint,Sport,,70,6800
2025-03-01,Eddie is Iron Maiden,5.12b,"
",https://www.mountainproject.com/route/202503386/eddie-is-iron-maiden,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Monster Wall,3.7,3,Lead,Redpoint,Sport,,80,6900
2025-01-27,Swahili Slang,5.12b/c,Ομάδα δώδεκα έως είκοσι δύο,https://www.mountainproject.com/route/106598941/swahili-slang,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (2) Warm-Up Wall,3.8,4,Lead,Redpoint,Sport,,75,7100
2025-01-27,Breathe Right,5.11c,"
",https://www.mountainproject.com/route/106975155/breathe-right,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (2) Warm-Up Wall,2.7,2,Lead,Onsight,Sport,,60,5200
2025-01-12,Reliquary,5.12b,"
",https://www.mountainproject.com/route/106045291/reliquary,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3.7,3,Lead,Flash,Sport,,60,6900
2025-01-09,Ball Scratcher,5.12a,"
",https://www.mountainproject.com/route/106598936/ball-scratcher,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (1) Buckeye Buttress,3.3,3,Lead,Onsight,Sport,,50,6600
2024-12-30,Ruda Tovar (AKA Porter's 12c),5.12d,"
",https://www.mountainproject.com/route/107533585/ruda-tovar-aka-porters-12c,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 3 Greatest Show Area,3.8,4,Lead,Redpoint,Sport,,70,7500
2024-12-29,Lyin' and Stealin',5.12b,"
",https://www.mountainproject.com/route/107074712/lyin-and-stealin,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Circus Wall,4,4,Lead,Redpoint,Sport,,80,6900
2024-12-08,Wearing Out My Welcome,5.12a,"
",https://www.mountainproject.com/route/111251556/wearing-out-my-welcome,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Courtesy Wall,3.7,3,Lead,Onsight,Sport,,80,6600
2024-12-07,Cremulator,5.13a,十三，十一,https://www.mountainproject.com/route/118350037/cremulator,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Morgue,3.5,4,Lead,Redpoint,Sport,,70,8600
2024-12-04,Mirage,5.12c,"
",https://www.mountainproject.com/route/107331394/mirage,1,Kentucky > Red River Gorge > Muir Valley > The Solarium,3.7,2,Lead,Onsight,Sport,5.12b,95,7200
2024-12-04,Bundle of Joy,5.13a,Sáu giờ mười bốn,https://www.mountainproject.com/route/109553099/bundle-of-joy,1,Kentucky > Red River Gorge > Muir Valley > The Solarium,3.8,4,Lead,Redpoint,Sport,5.13a,90,8600
2024-11-27,J's on My Feet,5.12c,"
",https://www.mountainproject.com/route/111014632/js-on-my-feet,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Fruit Wall,2.7,3,Lead,Onsight,Sport,,70,7200
2024-11-26,The Vole,5.12d,,https://www.mountainproject.com/route/122002412/the-vole,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Portal,2.8,3,Lead,Redpoint,Sport,,50,7500
2024-11-25,Sluts are CooI,5.12a,,https://www.mountainproject.com/route/111281182/sluts-are-cooi,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,2.9,2,Lead,Flash,Sport,,40,6600
2024-11-25,Morning Wood,5.12a,neljä neljätoista,https://www.mountainproject.com/route/108401317/morning-wood,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,3.1,3,Lead,Onsight,Sport,,40,6600
2024-11-22,Toxicondendron,5.11b,"
",https://www.mountainproject.com/route/109695855/toxicondendron,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.4,2,Lead,Redpoint,Sport,,70,4900
2024-11-18,Eye of the Liger,5.12a,द्वादश संख्या एकविंशति संख्या च,https://www.mountainproject.com/route/121640717/eye-of-the-liger,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),2.9,2,Lead,Redpoint,Sport,,45,6600
2024-11-18,Spiral Snake,5.12c,"Zevenentwintig, drieëntwintig",https://www.mountainproject.com/route/123561099/spiral-snake,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3.7,4,Lead,Redpoint,Sport,,80,7200
2024-11-16,Count Dooku,5.11d,sefulutasi iva,https://www.mountainproject.com/route/110429174/count-dooku,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Dark Side,3.5,4,Lead,Onsight,Sport,,85,5500
2024-11-16,Grippy Green,5.12a/b,,https://www.mountainproject.com/route/108383625/grippy-green,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Dark Side,2.9,3,Lead,Onsight,Sport,,70,6800
2024-11-16,Thunderface,5.12d,"
",https://www.mountainproject.com/route/116809012/thunderface,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > Velo Crag,3.5,4,Lead,Redpoint,Sport,5.12c,70,7500
2024-11-11,The Fray Train,5.12b,neljä neljä,https://www.mountainproject.com/route/111790305/the-fray-train,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,2.5,4,Lead,Redpoint,Sport,,55,6900
2024-11-11,Cognitive Dissonance,5.12a,"
",https://www.mountainproject.com/route/119005972/cognitive-dissonance,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,3.5,3,Lead,Redpoint,Sport,,70,6600
2024-11-03,Green Room,5.12b,"
",https://www.mountainproject.com/route/111366315/green-room,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Deep End,2.8,3,Lead,Flash,Sport,,60,6900
2024-10-28,Black Pearl,5.11d,Veintiséis y veintiuno,https://www.mountainproject.com/route/117697618/black-pearl,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > The Shipyard,2.5,3,Lead,Onsight,Sport,,50,5500
2024-10-20,Route 22,5.12a,"
",https://www.mountainproject.com/route/114783084/route-22,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,2.4,3,Lead,Redpoint,Sport,,80,6600
2024-10-20,Mas Choss,5.11c,"
",https://www.mountainproject.com/route/114783065/mas-choss,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.2,3,Lead,Onsight,Sport,,80,5200
2024-10-20,Reticent,5.12c,Keturiolika penkiolika,https://www.mountainproject.com/route/109553036/reticent,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.1,3,Lead,Flash,Sport,,50,7200
2024-10-13,Fake ID,5.11c,"
",https://www.mountainproject.com/route/113642598/fake-id,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,2.9,3,Lead,Onsight,Sport,,50,5200
2024-10-13,Hippocrite,5.12a,"
",https://www.mountainproject.com/route/106126244/hippocrite,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3.5,3,Lead,Onsight,Sport,,45,6600
2024-10-13,Hang Over,5.12c,"
",https://www.mountainproject.com/route/111591162/hang-over,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,3.7,3,Lead,Redpoint,Sport,,55,7200
2024-10-08,Crimps and Bloods,5.12b,पन्ध्र बीस,https://www.mountainproject.com/route/119804325/crimps-and-bloods,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,3.3,4,Lead,Redpoint,Sport,,95,6900
2024-10-05,Swallow the Hollow,5.12a,"
",https://www.mountainproject.com/route/107974280/swallow-the-hollow,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3.2,4,Lead,Onsight,Sport,,70,6600
2024-10-05,Legalize It,5.12a,"
",https://www.mountainproject.com/route/119562877/legalize-it,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3.2,3,Lead,Onsight,Sport,,45,6600
2024-10-03,Rocket Dog,5.12b,"Douăzeci și opt, douăzeci și trei",https://www.mountainproject.com/route/106305165/rocket-dog,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (5) Undertow Wall,3.3,1,Lead,Redpoint,Sport,,55,6900
2024-10-03,The Low Easy One,5.12b,"
",https://www.mountainproject.com/route/106895870/the-low-easy-one,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (5) Undertow Wall,2.8,1,Lead,Onsight,Sport,,55,6900
2024-10-02,Flaccid Fruit,5.12b,"venti, nove",https://www.mountainproject.com/route/117374200/flaccid-fruit,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Fruit Wall,3,4,Lead,Redpoint,Sport,,95,6900
2024-10-02,Mojo Bro Tank Bar Crawl,5.12a,"
",https://www.mountainproject.com/route/111014640/mojo-bro-tank-bar-crawl,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Fruit Wall,3,3,Lead,Onsight,Sport,,70,6600
2024-10-02,Fruit by the Foot,5.12a/b,,https://www.mountainproject.com/route/111125297/fruit-by-the-foot,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Fruit Wall,3.6,4,Lead,Onsight,Sport,,80,6800
2024-09-29,Don't Call it a Comeback,5.11d,"
",https://www.mountainproject.com/route/113805508/dont-call-it-a-comeback,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > Throwback Crag,3.7,3,Lead,Onsight,Sport,,100,5500
2024-09-29,Irreverent C,5.12b,"
",https://www.mountainproject.com/route/108143848/irreverent-c,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Shady Grove,3.3,2,Lead,Onsight,Sport,,90,6900
2024-09-28,Dogleg,5.12a,"
",https://www.mountainproject.com/route/106290553/dogleg,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.7,3,Lead,Redpoint,Sport,,90,6600
2024-09-21,Abiyoyo,5.12b,"
",https://www.mountainproject.com/route/106978712/abiyoyo,1,Kentucky > Red River Gorge > Muir Valley > The Solarium,3.8,4,Lead,Onsight,Sport,,95,6900
2024-09-15,Signed in Blood,5.12b,སུམ་ཅུ་རྩ་གཉིས་དང་དགུ།,https://www.mountainproject.com/route/123540338/signed-in-blood,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,2.8,4,Lead,Redpoint,Sport,,65,6900
2024-09-14,Crumblies,5.12a,"yigirma bir, yigirma",https://www.mountainproject.com/route/114945404/crumblies,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3.2,2,Lead,Onsight,Sport,,55,6600
2024-09-12,Wake and Bake,5.11d,"
",https://www.mountainproject.com/route/108337049/wake-and-bake,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3.1,3,Lead,Onsight,Sport,,55,5500
2024-09-12,Praying Mantis,5.12a,Sáu giờ mười lăm,https://www.mountainproject.com/route/122162697/praying-mantis,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,2.7,3,Lead,Redpoint,Sport,,50,6600
2024-09-07,N4,5.10c/d,,https://www.mountainproject.com/route/108725074/n4,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,2,2,Lead,Onsight,Sport,,40,3400
2024-09-07,Banjolero,5.10c,twee twintig,https://www.mountainproject.com/route/107860456/banjolero,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3.3,3,Lead,Onsight,Sport,,65,3200
2024-08-17,Maximum Overdrive,5.11c,"
",https://www.mountainproject.com/route/105994645/maximum-overdrive,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,3.4,3,Lead,Onsight,Sport,,70,5200
2024-08-17,Narcissus,5.12a,"
",https://www.mountainproject.com/route/105918466/narcissus,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave,3.6,2,Lead,Onsight,Sport,,55,6600
2024-08-17,Sloth,5.12c,"
",https://www.mountainproject.com/route/106508083/sloth,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > R) The Cirque,3.4,4,Lead,Redpoint,Sport,5.12c,70,7200
2024-08-16,Strip Tease,5.12a,"
",https://www.mountainproject.com/route/108359076/strip-tease,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,2.8,4,Lead,Onsight,Sport,,50,6600
2024-08-16,Skull In Hole,5.12a,"
",https://www.mountainproject.com/route/106608544/skull-in-hole,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,3,4,Lead,Onsight,Sport,,60,6600
2024-08-16,Starry,5.12a,"
",https://www.mountainproject.com/route/107583304/starry,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,3.6,2,Lead,Onsight,Sport,,90,6600
2024-08-15,Flirting with E,5.11d,,https://www.mountainproject.com/route/106001347/flirting-with-e,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,3.7,4,Lead,Redpoint,Sport,,60,5500
2024-08-15,Satisfaction Guaranteed,5.11a/b,"
",https://www.mountainproject.com/route/105918469/satisfaction-guaranteed,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,3.8,3,Lead,Onsight,Sport,,65,4800
2024-08-12,Sail,5.12b/c,"
",https://www.mountainproject.com/route/117370382/sail,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > The Shipyard,3.5,4,Lead,Redpoint,Sport,5.12b/c,50,7100
2024-08-03,Eyeball Chaw,5.12a,sampu at dalawampu't lima,https://www.mountainproject.com/route/108405570/eyeball-chaw,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3,3,Lead,Onsight,Sport,5.12a,60,6600
2024-07-31,Cabin Boy Fever,5.11b,,https://www.mountainproject.com/route/112893274/cabin-boy-fever,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > The Shipyard,2.9,3,Lead,Onsight,Sport,,55,4900
2024-07-09,Toxic Hueco,5.11d,,https://www.mountainproject.com/route/106494909/toxic-hueco,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 2 Toxic Hueco Area,3.9,4,Lead,Redpoint,Sport,,80,5500
2024-07-07,Just Another Pretty Face,5.11b,,https://www.mountainproject.com/route/107138716/just-another-pretty-face,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 3 Greatest Show Area,3.4,2,Lead,Onsight,Sport,5.11b,70,4900
2024-07-06,The Warm-Up,5.11a,,https://www.mountainproject.com/route/106866838/the-warm-up,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > R) The Cirque,2.6,3,Lead,Onsight,Sport,5.11a,50,4600
2024-07-01,June Bug,5.11d,три едно,https://www.mountainproject.com/route/108337000/june-bug,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3,3,Lead,Redpoint,Sport,5.11d,55,5500
2024-07-01,October Sky,5.11c,,https://www.mountainproject.com/route/107974272/october-sky,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3.6,4,Lead,Onsight,Sport,5.11c,70,5200
2024-07-01,Fairweather Friend,5.10c,ဆယ့်ခြောက်ငါး,https://www.mountainproject.com/route/111124957/fairweather-friend,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Crossroads,3.5,3,Lead,Onsight,Sport,5.10c,80,3200
2024-07-01,Gung Ho,5.12b,sefulutasi fa,https://www.mountainproject.com/route/105891685/gung-ho,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3.7,3,Lead,Redpoint,Sport,5.12b,60,6900
2024-07-01,Fuzzy Undercling,5.11b V4,,https://www.mountainproject.com/route/105870256/fuzzy-undercling,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3.4,3,Lead,Redpoint,"Sport, Boulder",5.11b,60,4900
2024-06-12,Blank Canvas,5.12c,"שלושים ואחת, שמונה עשרה",https://www.mountainproject.com/route/113792845/blank-canvas,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.6,4,Lead,Redpoint,Sport,5.12c,60,7200
2024-06-09,The Dong Wall,5.10b,여덟과 열여덟,https://www.mountainproject.com/route/118035239/the-dong-wall,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > South Park,2.9,3,Lead,Onsight,Sport,5.10b,50,2900
2024-06-09,Hippie Core Drill Machine,5.12a,,https://www.mountainproject.com/route/117927620/hippie-core-drill-machine,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > South Park,3.4,3,Lead,Onsight,Sport,5.12a,85,6600
2024-06-08,Zen and the Art of Masturbation,5.12d,,https://www.mountainproject.com/route/108466010/zen-and-the-art-of-masturbation,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.9,4,Lead,Redpoint,Sport,5.12d,80,7500
2024-06-02,Short By a Foot,5.10c,neljä kuusitoista,https://www.mountainproject.com/route/111910470/short-by-a-foot,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,2.4,1,Lead,Onsight,Sport,5.10c,40,3200
2024-05-31,Deeper is Better,5.10b,,https://www.mountainproject.com/route/111769220/deeper-is-better,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,2.8,3,Lead,Onsight,Sport,5.10b,60,2900
2024-05-29,Pool Boy,5.10b,Տասնյոթ տասներկու,https://www.mountainproject.com/route/110849887/pool-boy,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Deep End,3.2,2,Lead,Onsight,Sport,5.10b,80,2900
2024-05-27,The Mole,5.13a,Sembilan dan lima belas,https://www.mountainproject.com/route/119758593/the-mole,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Portal,3.3,4,Lead,Redpoint,Sport,5.13a,60,8600
2024-05-22,Eager Beaver,5.12+,,https://www.mountainproject.com/route/111619983/eager-beaver,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > Bird Cage Sector (CLOSED),3.7,4,Lead,Redpoint,Sport,5.12c,90,7300
2024-05-19,Crimpin' Ain't Easy,5.11c,Keturiolika keturiolika,https://www.mountainproject.com/route/112798141/crimpin-aint-easy,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > Bird Cage Sector (CLOSED),3.4,3,Lead,Onsight,Sport,5.11c,85,5200
2024-04-25,Darkness Falls,5.13a,hiji duapuluh dua,https://www.mountainproject.com/route/108341662/darkness-falls,1,Kentucky > Red River Gorge > Natural Bridge Region > Beer Trailer Crag,3.9,4,Lead,Redpoint,Sport,5.12d,70,8600
2024-04-21,Icebreaker,5.12b,,https://www.mountainproject.com/route/108128595/icebreaker,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.3,3,Lead,Redpoint,Sport,5.12b,80,6900
2024-04-21,Eternal Fire,5.13c,"Douăzeci și opt, cinci",https://www.mountainproject.com/route/113883811/eternal-fire,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,4,4,Lead,Redpoint,Sport,5.13c,,9200
2024-04-18,Adult Swim,5.13a,,https://www.mountainproject.com/route/111268413/adult-swim,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Deep End,3.5,3,Lead,Redpoint,Sport,5.13a,85,8600
2024-04-17,J Rat's Back,5.12a,,https://www.mountainproject.com/route/106453221/j-rats-back,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.5,4,Lead,Onsight,Sport,5.12a,70,6600
2024-04-12,Cold Hard Bitch,5.12b,,https://www.mountainproject.com/route/112444779/cold-hard-bitch,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Chica Bonita Wall,2.9,2,Lead,Flash,Sport,5.12a/b,40,6900
2024-04-07,The Dude Abides,5.11c,"yigirma bir, o'n ikki",https://www.mountainproject.com/route/107334440/the-dude-abides,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Chica Bonita Wall,2.7,2,Lead,Flash,Sport,5.11c,65,5200
2024-03-24,Hot Gossip,5.10b,,https://www.mountainproject.com/route/120738054/hot-gossip,1,Kentucky > Red River Gorge > Muir Valley > The Sanctuary,2.8,2,Lead,Onsight,Sport,5.10a/b,65,2900
2024-03-24,Cosmic Trigger,5.12b,,https://www.mountainproject.com/route/106603157/cosmic-trigger,1,Kentucky > Red River Gorge > Muir Valley > Inner Sanctum,3.7,4,Lead,Redpoint,Sport,5.12b/c,80,6900
2024-03-23,Diminished Gluteal Syndrome,5.12c,Fünf eins,https://www.mountainproject.com/route/113697287/diminished-gluteal-syndrome,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.2,2,Lead,Flash,Sport,5.12b/c,100,7200
2024-03-16,The Dainty Butterfly,5.12c,twee agt,https://www.mountainproject.com/route/111312129/the-dainty-butterfly,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.5,3,Lead,Redpoint,Sport,5.12c,55,7200
2024-03-14,Triple Sec aka Fifty Bucks,5.12d,"Douăzeci și opt, paisprezece",https://www.mountainproject.com/route/106193281/triple-sec-aka-fifty-bucks,1,Kentucky > Red River Gorge > Muir Valley > The Sanctuary,3.9,4,Lead,Redpoint,Sport,5.12d,95,7500
2024-03-14,Naughty Neighbors,5.10d,"
",https://www.mountainproject.com/route/106128957/naughty-neighbors,1,Kentucky > Red River Gorge > Muir Valley > Inner Sanctum,2.6,3,Lead,Onsight,Sport,5.10d,55,3500
2024-03-14,Bad Company,5.10b,"
",https://www.mountainproject.com/route/106128972/bad-company,1,Kentucky > Red River Gorge > Muir Valley > Inner Sanctum,2.9,2,Lead,Onsight,Sport,5.10b,50,2900
2024-03-12,Crimp My Ride,5.12a,"Hogeita hamar, hemeretzi",https://www.mountainproject.com/route/118190799/crimp-my-ride,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3,4,Lead,Redpoint,Sport,5.12a,70,6600
2024-03-12,The Sauce,5.12b,"
",https://www.mountainproject.com/route/106925412/the-sauce,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (5) Undertow Wall,2.8,2,Lead,Redpoint,Sport,5.12b,60,6900
2024-03-11,Psyberpunk,5.11c,sefulutasi sefuluiva,https://www.mountainproject.com/route/106915706/psyberpunk,1,Kentucky > Red River Gorge > Muir Valley > Inner Sanctum,3.5,4,Lead,Onsight,Sport,5.11c,65,5200
2024-03-10,Jesus Wept,5.12d,སུམ་ཅུ་སོ་གཉིས།བཅུ་དགུ།,https://www.mountainproject.com/route/106333601/jesus-wept,1,Kentucky > Red River Gorge > Muir Valley > The Sanctuary,3.9,4,Lead,Redpoint,Sport,5.12c,95,7500
2024-03-07,Centerfire,5.11c,"
",https://www.mountainproject.com/route/106290265/centerfire,1,Kentucky > Red River Gorge > Natural Bridge Region > Torrent Falls (Limited Access),3.8,4,Lead,Onsight,Sport,5.11c,80,5200
2024-03-07,Steelworker,5.12c,द्वादशसंख्या च पञ्चदशसंख्या च,https://www.mountainproject.com/route/106333624/steelworker,1,Kentucky > Red River Gorge > Natural Bridge Region > Torrent Falls (Limited Access),3.9,2,Lead,Redpoint,Sport,5.12c,80,7200
2024-03-05,Scalpel,5.12d,"
",https://www.mountainproject.com/route/111857208/scalpel,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Morgue,3.7,4,Lead,Redpoint,Sport,5.12d,90,7500
2024-03-03,Ebola,5.12b/c,Veintiséis y diecinueve,https://www.mountainproject.com/route/111311280/ebola,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.3,4,Lead,Redpoint,Sport,5.12b/c,70,7100
2024-02-29,Golden Touch,5.13b,"
",https://www.mountainproject.com/route/106543000/golden-touch,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (1) Buckeye Buttress,3.1,4,Lead,Redpoint,Sport,5.13b,45,8900
2024-02-23,Coroner,5.12c,여덟과 열넷,https://www.mountainproject.com/route/111310990/coroner,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Morgue,3.8,4,Lead,Redpoint,Sport,5.12c,90,7200
2024-02-04,The Middle Path,5.12c,"
",https://www.mountainproject.com/route/113806776/the-middle-path,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Monastery,3.6,4,Lead,Redpoint,Sport,5.12c,60,7200
2024-01-22,The Rifleman,5.12b/c,"
",https://www.mountainproject.com/route/111400357/the-rifleman,1,Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge,3,3,Lead,Redpoint,Sport,5.12b,70,7100
